,country,disease,year,week_of_the_year,commodity,metric_tons
21,Dominican Republic,Influenza - Avian,2018,18,Frozen Fish,32
22,Dominican Republic,Influenza - Avian,2018,18,Fruit,1177
23,Dominican Republic,Influenza - Avian,2018,18,"Fungus, Kelp, Marine Plants, Moss",60
24,Dominican Republic,Influenza - Avian,2018,18,"Grain Products, Bread, Cereal",318
25,Dominican Republic,Influenza - Avian,2018,18,Grocery Items,1379
26,Dominican Republic,Influenza - Avian,2018,18,Herbs & Spices,234
27,Dominican Republic,Influenza - Avian,2018,18,Hides And Skins,39
28,Dominican Republic,Influenza - Avian,2018,18,Honey,1
29,Dominican Republic,Influenza - Avian,2018,18,"Leaves,moss,pollen,roots,veg Prod",10
30,Dominican Republic,Influenza - Avian,2018,18,Lemons,18
31,Dominican Republic,Influenza - Avian,2018,18,Live Plants,153
32,Dominican Republic,Influenza - Avian,2018,18,Lunchmeat,74
33,Dominican Republic,Influenza - Avian,2018,18,Meat,48
34,Dominican Republic,Influenza - Avian,2018,18,"Molasses, Treacle",15622
35,Dominican Republic,Influenza - Avian,2018,18,Olive Oil,5
36,Dominican Republic,Influenza - Avian,2018,18,Oranges,412
37,Dominican Republic,Influenza - Avian,2018,18,Palm Kernel Oil,20
38,Dominican Republic,Influenza - Avian,2018,18,"Paprika, Pimenton",199
39,Dominican Republic,Influenza - Avian,2018,18,Pineapple,623
40,Dominican Republic,Influenza - Avian,2018,18,Rice,47
41,Dominican Republic,Influenza - Avian,2018,18,Rum,245
42,Dominican Republic,Influenza - Avian,2018,18,Soybeans,23
43,Dominican Republic,Influenza - Avian,2018,18,Sugar,40572
44,Dominican Republic,Influenza - Avian,2018,18,Tobacco Products,561
45,Dominican Republic,Influenza - Avian,2018,18,"Tomatoes, Prepared",868
46,Dominican Republic,Influenza - Avian,2018,18,Vegetable Oils & Shortenings,19
47,Dominican Republic,Influenza - Avian,2018,18,Vegetables,3136
48,Dominican Republic,Influenza - Avian,2018,18,Wine,564
0,Malaysia,Rabies,2018,18,"Animal Bone,blood,coral,shell,spong",5
1,Malaysia,Rabies,2018,18,"Animal Feed, Hay",3202
2,Malaysia,Rabies,2018,18,Bananas,5
3,Malaysia,Rabies,2018,18,Berries,16
4,Malaysia,Rabies,2018,18,Beverages,460
5,Malaysia,Rabies,2018,18,"Bourbon, Scotch, Whiskey",13
6,Malaysia,Rabies,2018,18,Bulk Grains,47
7,Malaysia,Rabies,2018,18,Candy And Confections,190
8,Malaysia,Rabies,2018,18,Canned Fish,53
9,Malaysia,Rabies,2018,18,Canned Fruit,48
10,Malaysia,Rabies,2018,18,Canned Pineapples,199
11,Malaysia,Rabies,2018,18,Canned Vegetables,29
12,Malaysia,Rabies,2018,18,"Cassava Flour, Starch, Tapioca",547
13,Malaysia,Rabies,2018,18,"Chanterelles, Mushrooms",52
14,Malaysia,Rabies,2018,18,Cigarettes,19
15,Malaysia,Rabies,2018,18,"Cocoa; Beans,liquor,ovaltine",2
16,Malaysia,Rabies,2018,18,"Cocoa; Butter,cake,powder,russett",2084
17,Malaysia,Rabies,2018,18,"Coconut, Coconut Milk",11
18,Malaysia,Rabies,2018,18,Coconut Oil,90
19,Malaysia,Rabies,2018,18,Coffee,28
20,Malaysia,Rabies,2018,18,"Crawfish, Lobster",4
21,Malaysia,Rabies,2018,18,Dairy Products,168
22,Malaysia,Rabies,2018,18,Edible Nuts,52
23,Malaysia,Rabies,2018,18,Fish,15
24,Malaysia,Rabies,2018,18,Frozen Fish,849
25,Malaysia,Rabies,2018,18,Fruit,84
26,Malaysia,Rabies,2018,18,"Grain Products, Bread, Cereal",112
27,Malaysia,Rabies,2018,18,Grocery Items,2113
28,Malaysia,Rabies,2018,18,Gum,41
29,Malaysia,Rabies,2018,18,Herbs & Spices,29
30,Malaysia,Rabies,2018,18,Instant Coffee,70
31,Malaysia,Rabies,2018,18,Lard,16
32,Malaysia,Rabies,2018,18,Niger & Pumpkin Seed,0
33,Malaysia,Rabies,2018,18,Octopus,37
34,Malaysia,Rabies,2018,18,Palm Kernel Oil,38495
35,Malaysia,Rabies,2018,18,Palm Oil,29021
36,Malaysia,Rabies,2018,18,Pepper (Spice),36
37,Malaysia,Rabies,2018,18,Poultry,6
38,Malaysia,Rabies,2018,18,Rice,124
39,Malaysia,Rabies,2018,18,Rum,2
40,Malaysia,Rabies,2018,18,"Shrimp, Prawns",1
41,Malaysia,Rabies,2018,18,Soybeans,230
42,Malaysia,Rabies,2018,18,Sugar,6
43,Malaysia,Rabies,2018,18,Tea,57
44,Malaysia,Rabies,2018,18,Tobacco Products,5
45,Malaysia,Rabies,2018,18,"Tomatoes, Prepared",49
46,Malaysia,Rabies,2018,18,Vegetable Oils & Shortenings,188
47,Malaysia,Rabies,2018,18,Vegetables,73
48,Malaysia,Rabies,2018,18,Wine,21
0,Dominican Republic,Influenza - Avian,2019,22,"Animal Bone,blood,coral,shell,spong",0
1,Dominican Republic,Influenza - Avian,2019,22,Bananas,525
2,Dominican Republic,Influenza - Avian,2019,22,"Beer, Ale",1006
3,Dominican Republic,Influenza - Avian,2019,22,Beverages,2752
4,Dominican Republic,Influenza - Avian,2019,22,"Bitters, Liquor",194
5,Dominican Republic,Influenza - Avian,2019,22,"Bourbon, Scotch, Whiskey",5
6,Dominican Republic,Influenza - Avian,2019,22,Bulb & Seeds,6
7,Dominican Republic,Influenza - Avian,2019,22,Candy And Confections,118
8,Dominican Republic,Influenza - Avian,2019,22,Canned Fish,20
9,Dominican Republic,Influenza - Avian,2019,22,Canned Fruit,382
10,Dominican Republic,Influenza - Avian,2019,22,Canned Pineapples,11
11,Dominican Republic,Influenza - Avian,2019,22,Canned Vegetables,4
12,Dominican Republic,Influenza - Avian,2019,22,"Cassava Flour, Starch, Tapioca",317
13,Dominican Republic,Influenza - Avian,2019,22,Cigarettes,3009
14,Dominican Republic,Influenza - Avian,2019,22,Citrus Fruit Juices,75
15,Dominican Republic,Influenza - Avian,2019,22,"Cocoa; Beans,liquor,ovaltine",3144
16,Dominican Republic,Influenza - Avian,2019,22,"Cocoa; Butter,cake,powder,russett",4
17,Dominican Republic,Influenza - Avian,2019,22,"Coconut, Coconut Milk",799
18,Dominican Republic,Influenza - Avian,2019,22,Coconut Oil,0
19,Dominican Republic,Influenza - Avian,2019,22,Coffee,329
20,Dominican Republic,Influenza - Avian,2019,22,"Crawfish, Lobster",8
21,Dominican Republic,Influenza - Avian,2019,22,Dairy Products,60
22,Dominican Republic,Influenza - Avian,2019,22,Edible Nuts,167
23,Dominican Republic,Influenza - Avian,2019,22,Frozen Fish,21
24,Dominican Republic,Influenza - Avian,2019,22,Fruit,846
25,Dominican Republic,Influenza - Avian,2019,22,"Fungus, Kelp, Marine Plants, Moss",42
26,Dominican Republic,Influenza - Avian,2019,22,"Grain Products, Bread, Cereal",282
27,Dominican Republic,Influenza - Avian,2019,22,Grocery Items,1301
28,Dominican Republic,Influenza - Avian,2019,22,Herbs & Spices,119
29,Dominican Republic,Influenza - Avian,2019,22,Hides And Skins,45
30,Dominican Republic,Influenza - Avian,2019,22,Honey,9
31,Dominican Republic,Influenza - Avian,2019,22,Lemons,66
32,Dominican Republic,Influenza - Avian,2019,22,Live Plants,146
33,Dominican Republic,Influenza - Avian,2019,22,Lunchmeat,5
34,Dominican Republic,Influenza - Avian,2019,22,Meat,274
35,Dominican Republic,Influenza - Avian,2019,22,"Molasses, Treacle",10400
36,Dominican Republic,Influenza - Avian,2019,22,Oranges,306
37,Dominican Republic,Influenza - Avian,2019,22,Palm Kernel Oil,20
38,Dominican Republic,Influenza - Avian,2019,22,"Paprika, Pimenton",119
39,Dominican Republic,Influenza - Avian,2019,22,Pineapple,208
40,Dominican Republic,Influenza - Avian,2019,22,Rice,102
41,Dominican Republic,Influenza - Avian,2019,22,Rum,648
42,Dominican Republic,Influenza - Avian,2019,22,"Shrimp, Prawns",35
43,Dominican Republic,Influenza - Avian,2019,22,Soybeans,20
44,Dominican Republic,Influenza - Avian,2019,22,Sugar,50139
45,Dominican Republic,Influenza - Avian,2019,22,Tobacco Products,610
46,Dominican Republic,Influenza - Avian,2019,22,"Tomatoes, Prepared",311
47,Dominican Republic,Influenza - Avian,2019,22,Vegetables,3298
48,Dominican Republic,Influenza - Avian,2019,22,Wine,508
0,Poland,African swine fever,2020,23,"Animal Feed, Hay",143
1,Poland,African swine fever,2020,23,"Beer, Ale",505
2,Poland,African swine fever,2020,23,Berries,22
3,Poland,African swine fever,2020,23,Beverages,4781
4,Poland,African swine fever,2020,23,"Bitters, Liquor",784
5,Poland,African swine fever,2020,23,Bulb & Seeds,20
6,Poland,African swine fever,2020,23,Candy And Confections,752
7,Poland,African swine fever,2020,23,Canned Fish,1331
8,Poland,African swine fever,2020,23,Canned Fruit,3
9,Poland,African swine fever,2020,23,"Canned Ham, Pork Shoulders",828
10,Poland,African swine fever,2020,23,Canned Meat,78
11,Poland,African swine fever,2020,23,Canned Vegetables,42
12,Poland,African swine fever,2020,23,"Cassava Flour, Starch, Tapioca",26
13,Poland,African swine fever,2020,23,Cheese,45
14,Poland,African swine fever,2020,23,Cigarettes,5
15,Poland,African swine fever,2020,23,Citrus Fruit Juices,1967
16,Poland,African swine fever,2020,23,"Cocoa; Butter,cake,powder,russett",3
17,Poland,African swine fever,2020,23,Coffee,45
18,Poland,African swine fever,2020,23,"Crispbread,flatbread,ryethin,rush",4
19,Poland,African swine fever,2020,23,Dairy Products,5
20,Poland,African swine fever,2020,23,Edible Nuts,23
21,Poland,African swine fever,2020,23,Fish,431
22,Poland,African swine fever,2020,23,"Food Casings, Hog Bungs",0
23,Poland,African swine fever,2020,23,Frozen Fish,5
24,Poland,African swine fever,2020,23,Fruit,142
25,Poland,African swine fever,2020,23,"Gluten; Dry,wheat",643
26,Poland,African swine fever,2020,23,"Grain Products, Bread, Cereal",621
27,Poland,African swine fever,2020,23,Grocery Items,733
28,Poland,African swine fever,2020,23,Herbs & Spices,470
29,Poland,African swine fever,2020,23,Hides And Skins,0
30,Poland,African swine fever,2020,23,Honey,5
31,Poland,African swine fever,2020,23,Instant Coffee,26
32,Poland,African swine fever,2020,23,Meat,1515
33,Poland,African swine fever,2020,23,Niger & Pumpkin Seed,3
34,Poland,African swine fever,2020,23,Olive Oil,2
35,Poland,African swine fever,2020,23,"Onions, Shallots",72
36,Poland,African swine fever,2020,23,Orange Peel,8
37,Poland,African swine fever,2020,23,"Potato; Dextrine,starch",1688
38,Poland,African swine fever,2020,23,Rice,63
39,Poland,African swine fever,2020,23,Rum,18
40,Poland,African swine fever,2020,23,Soybean Oil,57
41,Poland,African swine fever,2020,23,Soybeans,13
42,Poland,African swine fever,2020,23,Sugar,29
43,Poland,African swine fever,2020,23,Sunflower Seed,100
44,Poland,African swine fever,2020,23,Tobacco Products,56
45,Poland,African swine fever,2020,23,"Tomatoes, Prepared",22
46,Poland,African swine fever,2020,23,Vegetable Oils & Shortenings,0
47,Poland,African swine fever,2020,23,Vegetables,1518
48,Poland,African swine fever,2020,23,Wine,67
0,Dominican Republic,Influenza - Avian,2018,44,Bananas,823
1,Dominican Republic,Influenza - Avian,2018,44,"Beans; Tonka, Vanilla",0
2,Dominican Republic,Influenza - Avian,2018,44,"Beer, Ale",962
3,Dominican Republic,Influenza - Avian,2018,44,Beverages,3797
4,Dominican Republic,Influenza - Avian,2018,44,"Bitters, Liquor",353
5,Dominican Republic,Influenza - Avian,2018,44,Candy And Confections,171
6,Dominican Republic,Influenza - Avian,2018,44,"Canned Beverages, Juices, Soda",2
7,Dominican Republic,Influenza - Avian,2018,44,Canned Fruit,532
8,Dominican Republic,Influenza - Avian,2018,44,Canned Meat,22
9,Dominican Republic,Influenza - Avian,2018,44,Canned Pineapples,1
10,Dominican Republic,Influenza - Avian,2018,44,Canned Vegetables,24
11,Dominican Republic,Influenza - Avian,2018,44,"Cassava Flour, Starch, Tapioca",107
12,Dominican Republic,Influenza - Avian,2018,44,Cigarettes,2908
13,Dominican Republic,Influenza - Avian,2018,44,"Cocoa; Beans,liquor,ovaltine",992
14,Dominican Republic,Influenza - Avian,2018,44,"Cocoa; Butter,cake,powder,russett",27
15,Dominican Republic,Influenza - Avian,2018,44,"Coconut, Coconut Milk",813
16,Dominican Republic,Influenza - Avian,2018,44,Coconut Oil,0
17,Dominican Republic,Influenza - Avian,2018,44,Coffee,75
18,Dominican Republic,Influenza - Avian,2018,44,"Crawfish, Lobster",10
19,Dominican Republic,Influenza - Avian,2018,44,Dairy Products,113
20,Dominican Republic,Influenza - Avian,2018,44,Edible Nuts,121
21,Dominican Republic,Influenza - Avian,2018,44,Fish,38
22,Dominican Republic,Influenza - Avian,2018,44,Fruit,3651
23,Dominican Republic,Influenza - Avian,2018,44,"Fungus, Kelp, Marine Plants, Moss",25
24,Dominican Republic,Influenza - Avian,2018,44,Gin,1
25,Dominican Republic,Influenza - Avian,2018,44,"Grain Products, Bread, Cereal",235
26,Dominican Republic,Influenza - Avian,2018,44,Grocery Items,1215
27,Dominican Republic,Influenza - Avian,2018,44,Herbs & Spices,163
28,Dominican Republic,Influenza - Avian,2018,44,Hides And Skins,5
29,Dominican Republic,Influenza - Avian,2018,44,Honey,16
30,Dominican Republic,Influenza - Avian,2018,44,"Leaves,moss,pollen,roots,veg Prod",8
31,Dominican Republic,Influenza - Avian,2018,44,Lemons,78
32,Dominican Republic,Influenza - Avian,2018,44,Live Plants,100
33,Dominican Republic,Influenza - Avian,2018,44,Meat,3
34,Dominican Republic,Influenza - Avian,2018,44,Olive Oil,88
35,Dominican Republic,Influenza - Avian,2018,44,Orange Peel,27
36,Dominican Republic,Influenza - Avian,2018,44,Oranges,384
37,Dominican Republic,Influenza - Avian,2018,44,"Paprika, Pimenton",151
38,Dominican Republic,Influenza - Avian,2018,44,Pineapple,78
39,Dominican Republic,Influenza - Avian,2018,44,Rice,117
40,Dominican Republic,Influenza - Avian,2018,44,Rum,301
41,Dominican Republic,Influenza - Avian,2018,44,"Shrimp, Prawns",15
42,Dominican Republic,Influenza - Avian,2018,44,Soybeans,20
43,Dominican Republic,Influenza - Avian,2018,44,Sugar,18
44,Dominican Republic,Influenza - Avian,2018,44,Tobacco Products,601
45,Dominican Republic,Influenza - Avian,2018,44,"Tomatoes, Prepared",781
46,Dominican Republic,Influenza - Avian,2018,44,Vegetable Oils & Shortenings,11
47,Dominican Republic,Influenza - Avian,2018,44,Vegetables,3445
48,Dominican Republic,Influenza - Avian,2018,44,Wine,620
0,Poland,Influenza - Avian,2020,9,"Animal Bone,blood,coral,shell,spong",34
1,Poland,Influenza - Avian,2020,9,"Animal Feed, Hay",130
2,Poland,Influenza - Avian,2020,9,"Beer, Ale",105
3,Poland,Influenza - Avian,2020,9,Berries,20
4,Poland,Influenza - Avian,2020,9,Beverages,626
5,Poland,Influenza - Avian,2020,9,"Bitters, Liquor",1424
6,Poland,Influenza - Avian,2020,9,Bulb & Seeds,31
7,Poland,Influenza - Avian,2020,9,Bulk Grains,40
8,Poland,Influenza - Avian,2020,9,Candy And Confections,1057
9,Poland,Influenza - Avian,2020,9,Canned Fish,456
10,Poland,Influenza - Avian,2020,9,"Canned Ham, Pork Shoulders",1242
11,Poland,Influenza - Avian,2020,9,Canned Meat,61
12,Poland,Influenza - Avian,2020,9,Canned Vegetables,147
13,Poland,Influenza - Avian,2020,9,Cheese,9
14,Poland,Influenza - Avian,2020,9,Cherries,4
15,Poland,Influenza - Avian,2020,9,"Chilles, Chili Pepper, Hot Peppers",33
16,Poland,Influenza - Avian,2020,9,Citrus Fruit Juices,578
17,Poland,Influenza - Avian,2020,9,"Cocoa; Butter,cake,powder,russett",5
18,Poland,Influenza - Avian,2020,9,Coffee,49
19,Poland,Influenza - Avian,2020,9,"Crawfish, Lobster",39
20,Poland,Influenza - Avian,2020,9,Dairy Products,24
21,Poland,Influenza - Avian,2020,9,Edible Nuts,20
22,Poland,Influenza - Avian,2020,9,"Feathers, Down, Hair",2
23,Poland,Influenza - Avian,2020,9,Fish,408
24,Poland,Influenza - Avian,2020,9,"Food Casings, Hog Bungs",1
25,Poland,Influenza - Avian,2020,9,Frozen Fish,2
26,Poland,Influenza - Avian,2020,9,"Gluten; Dry,wheat",677
27,Poland,Influenza - Avian,2020,9,"Grain Products, Bread, Cereal",403
28,Poland,Influenza - Avian,2020,9,"Grenadine, Syrups (Not Chocolate)",4
29,Poland,Influenza - Avian,2020,9,Grocery Items,675
30,Poland,Influenza - Avian,2020,9,Herbs & Spices,101
31,Poland,Influenza - Avian,2020,9,Hides And Skins,0
32,Poland,Influenza - Avian,2020,9,Honey,1
33,Poland,Influenza - Avian,2020,9,Instant Coffee,12
34,Poland,Influenza - Avian,2020,9,"Linseed, Flaxseed Oil",11
35,Poland,Influenza - Avian,2020,9,Meat,825
36,Poland,Influenza - Avian,2020,9,"Onions, Shallots",406
37,Poland,Influenza - Avian,2020,9,"Potato; Dextrine,starch",1356
38,Poland,Influenza - Avian,2020,9,Rice,70
39,Poland,Influenza - Avian,2020,9,"Sake, Rice Wine",22
40,Poland,Influenza - Avian,2020,9,Soybean Oil,19
41,Poland,Influenza - Avian,2020,9,Soybeans,46
42,Poland,Influenza - Avian,2020,9,"Starch; Rice, Food (Not Potato)",20
43,Poland,Influenza - Avian,2020,9,Sunflower Seed,40
44,Poland,Influenza - Avian,2020,9,Tea,8
45,Poland,Influenza - Avian,2020,9,Tobacco Products,38
46,Poland,Influenza - Avian,2020,9,Vegetables,2295
47,Poland,Influenza - Avian,2020,9,Wine,67
0,Poland,Influenza - Avian,2020,10,"Animal Bone,blood,coral,shell,spong",34
1,Poland,Influenza - Avian,2020,10,"Animal Feed, Hay",130
2,Poland,Influenza - Avian,2020,10,"Beer, Ale",105
3,Poland,Influenza - Avian,2020,10,Berries,20
4,Poland,Influenza - Avian,2020,10,Beverages,626
5,Poland,Influenza - Avian,2020,10,"Bitters, Liquor",1424
6,Poland,Influenza - Avian,2020,10,Bulb & Seeds,31
7,Poland,Influenza - Avian,2020,10,Bulk Grains,40
8,Poland,Influenza - Avian,2020,10,Candy And Confections,1057
9,Poland,Influenza - Avian,2020,10,Canned Fish,456
10,Poland,Influenza - Avian,2020,10,"Canned Ham, Pork Shoulders",1242
11,Poland,Influenza - Avian,2020,10,Canned Meat,61
12,Poland,Influenza - Avian,2020,10,Canned Vegetables,147
13,Poland,Influenza - Avian,2020,10,Cheese,9
14,Poland,Influenza - Avian,2020,10,Cherries,4
15,Poland,Influenza - Avian,2020,10,"Chilles, Chili Pepper, Hot Peppers",33
16,Poland,Influenza - Avian,2020,10,Citrus Fruit Juices,578
17,Poland,Influenza - Avian,2020,10,"Cocoa; Butter,cake,powder,russett",5
18,Poland,Influenza - Avian,2020,10,Coffee,49
19,Poland,Influenza - Avian,2020,10,"Crawfish, Lobster",39
20,Poland,Influenza - Avian,2020,10,Dairy Products,24
21,Poland,Influenza - Avian,2020,10,Edible Nuts,20
22,Poland,Influenza - Avian,2020,10,"Feathers, Down, Hair",2
23,Poland,Influenza - Avian,2020,10,Fish,408
24,Poland,Influenza - Avian,2020,10,"Food Casings, Hog Bungs",1
25,Poland,Influenza - Avian,2020,10,Frozen Fish,2
26,Poland,Influenza - Avian,2020,10,"Gluten; Dry,wheat",677
27,Poland,Influenza - Avian,2020,10,"Grain Products, Bread, Cereal",403
28,Poland,Influenza - Avian,2020,10,"Grenadine, Syrups (Not Chocolate)",4
29,Poland,Influenza - Avian,2020,10,Grocery Items,675
30,Poland,Influenza - Avian,2020,10,Herbs & Spices,101
31,Poland,Influenza - Avian,2020,10,Hides And Skins,0
32,Poland,Influenza - Avian,2020,10,Honey,1
33,Poland,Influenza - Avian,2020,10,Instant Coffee,12
